character,season,mot_1,score_1,mot_2,score_2,mot_3,score_3,mot_4,score_4,mot_5,score_5,mot_6,score_6,mot_7,score_7,mot_8,score_8,mot_9,score_9,mot_10,score_10,emotion
Ross,S10,surprise,god,0.26037782196164766,heard,0.26037782196164766,zzz,0.13018891098082383,phd,0.13018891098082383,people,0.13018891098082383,touching,0.13018891098082383,took,0.13018891098082383,tzz,0.13018891098082383,students,0.13018891098082383,stuff,0.13018891098082383
Rachel,S10,surprise,work,0.2800560168056018,tell,0.2800560168056018,happened,0.2800560168056018,gotta,0.2800560168056018,paris,0.1400280084028009,police,0.1400280084028009,working,0.1400280084028009,possibly,0.1400280084028009,pretending,0.1400280084028009,things,0.1400280084028009
Phoebe,S10,surprise,uhm,0.42640143271122094,forget,0.42640143271122094,liar,0.42640143271122094,shame,0.21320071635561047,fiancee,0.21320071635561047,affair,0.21320071635561047,anytime,0.21320071635561047,movie,0.21320071635561047,moment,0.21320071635561047,word,0.21320071635561047
Monica,S10,surprise,steel,0.2182178902359924,windows,0.2182178902359924,wainscotting,0.2182178902359924,ross,0.2182178902359924,overwhelming,0.2182178902359924,scent,0.2182178902359924,stop,0.2182178902359924,dormer,0.2182178902359924,elegant,0.2182178902359924,drums,0.2182178902359924
Chandler,S03,surprise,wha,0.40824829046386296,yes,0.20412414523193148,wait,0.20412414523193148,arm,0.20412414523193148,huggin,0.20412414523193148,cat,0.20412414523193148,night,0.20412414523193148,minute,0.20412414523193148,okay,0.20412414523193148,quick,0.20412414523193148
Joey,S03,surprise,wrote,0.20851441405707477,women,0.20851441405707477,wearing,0.20851441405707477,tonight,0.20851441405707477,noooo,0.20851441405707477,news,0.20851441405707477,little,0.20851441405707477,kate,0.20851441405707477,ligrens,0.20851441405707477,000,0.20851441405707477
Ross,S03,surprise,right,0.4330127018922192,mark,0.28867513459481275,leg,0.28867513459481275,young,0.14433756729740638,woman,0.14433756729740638,thinking,0.14433756729740638,apparently,0.14433756729740638,believe,0.14433756729740638,chicks,0.14433756729740638,wear,0.14433756729740638
Rachel,S03,surprise,unbelievable,0.7808688094430302,guys,0.3123475237772121,thing,0.15617376188860604,wanna,0.15617376188860604,book,0.15617376188860604,hell,0.15617376188860604,happened,0.15617376188860604,going,0.15617376188860604,men,0.15617376188860604,job,0.15617376188860604
Phoebe,S03,surprise,knock,0.5897678246195884,boutros,0.2948839123097942,york,0.1474419561548971,wouldn,0.1474419561548971,train,0.1474419561548971,tell,0.1474419561548971,takes,0.1474419561548971,bed,0.1474419561548971,betraying,0.1474419561548971,buy,0.1474419561548971
Monica,S03,surprise,touch,0.3333333333333333,voice,0.3333333333333333,sooo,0.3333333333333333,sweet,0.3333333333333333,great,0.3333333333333333,eyeballs,0.3333333333333333,attracted,0.3333333333333333,day,0.3333333333333333,people,0.3333333333333333,wouldn,0.0
Chandler,S04,surprise,yes,0.46816458878452216,worse,0.23408229439226108,wait,0.23408229439226108,smooth,0.23408229439226108,isn,0.23408229439226108,boles,0.23408229439226108,seen,0.23408229439226108,yep,0.11704114719613054,times,0.11704114719613054,swimmer,0.11704114719613054
Joey,S04,surprise,handles,0.3015113445777636,feeling,0.3015113445777636,coffin,0.3015113445777636,locked,0.3015113445777636,roommate,0.3015113445777636,board,0.3015113445777636,bucks,0.3015113445777636,couldn,0.3015113445777636,started,0.3015113445777636,stuck,0.3015113445777636
Ross,S04,surprise,fun,0.5070925528371099,surprise,0.33806170189140655,wasn,0.16903085094570328,want,0.16903085094570328,hand,0.16903085094570328,end,0.16903085094570328,usually,0.16903085094570328,hey,0.16903085094570328,signed,0.16903085094570328,parties,0.16903085094570328
Rachel,S04,surprise,impressed,0.3535533905932738,everybody,0.3535533905932738,shop,0.3535533905932738,basketball,0.3535533905932738,snacks,0.3535533905932738,trying,0.1767766952966369,quick,0.1767766952966369,uhh,0.1767766952966369,told,0.1767766952966369,specially,0.1767766952966369
Phoebe,S04,surprise,used,0.3592106040535498,did,0.3592106040535498,work,0.1796053020267749,worried,0.1796053020267749,oven,0.1796053020267749,ohhh,0.1796053020267749,meant,0.1796053020267749,noo,0.1796053020267749,rugby,0.1796053020267749,pretty,0.1796053020267749
Monica,S04,surprise,thing,0.36514837167011077,weren,0.18257418583505539,huh,0.18257418583505539,joke,0.18257418583505539,emily,0.18257418583505539,michelle,0.18257418583505539,lipper,0.18257418583505539,going,0.18257418583505539,real,0.18257418583505539,problem,0.18257418583505539
Chandler,S05,surprise,dictionary,0.42426406871192845,new,0.28284271247461895,bad,0.28284271247461895,intrigued,0.28284271247461895,original,0.14142135623730948,spend,0.14142135623730948,stop,0.14142135623730948,nickname,0.14142135623730948,pheebs,0.14142135623730948,technical,0.14142135623730948
Joey,S05,surprise,listen,0.4375949744936836,man,0.2917299829957891,long,0.2917299829957891,women,0.2917299829957891,true,0.14586499149789456,material,0.14586499149789456,wearing,0.14586499149789456,way,0.14586499149789456,underpant,0.14586499149789456,rach,0.14586499149789456
Ross,S05,surprise,tonight,0.22360679774997902,thought,0.22360679774997902,happened,0.22360679774997902,fast,0.22360679774997902,experience,0.22360679774997902,definitely,0.22360679774997902,best,0.22360679774997902,job,0.22360679774997902,janice,0.22360679774997902,number,0.22360679774997902
Rachel,S05,surprise,ross,0.5163977794943223,actually,0.25819888974716115,eye,0.25819888974716115,excuse,0.25819888974716115,aren,0.25819888974716115,fine,0.25819888974716115,check,0.25819888974716115,bum,0.25819888974716115,cups,0.25819888974716115,come,0.25819888974716115
Phoebe,S05,surprise,want,0.291729982995789,fashion,0.291729982995789,yeah,0.1458649914978945,wintry,0.1458649914978945,wonder,0.1458649914978945,traps,0.1458649914978945,told,0.1458649914978945,jane,0.1458649914978945,umm,0.1458649914978945,steal,0.1458649914978945
Monica,S05,surprise,watch,0.3333333333333333,vermont,0.3333333333333333,hanging,0.3333333333333333,connecticut,0.3333333333333333,dad,0.3333333333333333,ben,0.3333333333333333,actor,0.3333333333333333,realized,0.3333333333333333,pretending,0.3333333333333333,wanna,0.0
Chandler,S02,surprise,tell,0.3333333333333333,cause,0.3333333333333333,surprised,0.3333333333333333,sneakers,0.3333333333333333,right,0.3333333333333333,listen,0.3333333333333333,don,0.3333333333333333,gonna,0.3333333333333333,like,0.3333333333333333,time,0.0
Joey,S02,surprise,time,0.0,tell,0.0,surprised,0.0,sneakers,0.0,shorter,0.0,right,0.0,paulo,0.0,mean,0.0,listen,0.0,like,0.0
Ross,S02,surprise,time,0.0,tell,0.0,surprised,0.0,sneakers,0.0,shorter,0.0,right,0.0,paulo,0.0,mean,0.0,listen,0.0,like,0.0
Rachel,S02,surprise,time,0.0,tell,0.0,surprised,0.0,sneakers,0.0,shorter,0.0,right,0.0,paulo,0.0,mean,0.0,listen,0.0,like,0.0
Phoebe,S02,surprise,time,0.0,tell,0.0,surprised,0.0,sneakers,0.0,shorter,0.0,right,0.0,paulo,0.0,mean,0.0,listen,0.0,like,0.0
Monica,S02,surprise,time,0.35355339059327373,shorter,0.35355339059327373,paulo,0.35355339059327373,mean,0.35355339059327373,hair,0.35355339059327373,did,0.35355339059327373,cuter,0.35355339059327373,amazing,0.35355339059327373,tell,0.0,listen,0.0
Chandler,ALL,sadness,die,0.47031708100177233,chair,0.39193090083481025,used,0.39193090083481025,things,0.35273781075132926,gone,0.35273781075132926,ruined,0.35273781075132926,parents,0.3135447206678482,ugh,0.0,wouldn,0.0,whoa,0.0
Joey,ALL,sadness,huh,0.40915854419248576,lot,0.3818813079129867,whoa,0.3273268353539886,actor,0.3273268353539886,dude,0.2727723627949905,talk,0.2727723627949905,tired,0.24549512651549144,sure,0.24549512651549144,stuff,0.24549512651549144,told,0.2182178902359924
Ross,ALL,sadness,life,0.6956655929999346,away,0.4472135954999579,broken,0.3975231959999626,ben,0.3975231959999626,wanted,0.0,used,0.0,ugh,0.0,wedding,0.0,wow,0.0,wouldn,0.0
Rachel,ALL,sadness,thank,0.2769804456784376,need,0.2769804456784376,stop,0.2538987418719011,ohh,0.2538987418719011,wanted,0.23081703806536466,doing,0.23081703806536466,happened,0.23081703806536466,apartment,0.23081703806536466,kinda,0.20773533425882817,new,0.20773533425882817
Phoebe,ALL,sadness,ooh,0.4423258684646914,sad,0.4054653794259671,fine,0.36860489038724287,killed,0.33174440134851857,david,0.33174440134851857,mike,0.33174440134851857,missing,0.29488391230979427,hard,0.29488391230979427,wanted,0.0,used,0.0
Monica,ALL,sadness,friend,0.4494385524950301,wedding,0.3995009355511379,wow,0.3995009355511379,friends,0.3995009355511379,anymore,0.3995009355511379,mom,0.3995009355511379,whoa,0.0,told,0.0,wanted,0.0,used,0.0
Chandler,S09,sadness,used,0.24413653763134813,male,0.24413653763134813,child,0.16275769175423208,thats,0.16275769175423208,motility,0.16275769175423208,shower,0.16275769175423208,sperm,0.16275769175423208,service,0.16275769175423208,blimps,0.08137884587711604,blistered,0.08137884587711604
Joey,S09,sadness,ring,0.220863052149693,peach,0.220863052149693,lot,0.220863052149693,girls,0.220863052149693,bruises,0.220863052149693,ruin,0.1104315260748465,spot,0.1104315260748465,rolls,0.1104315260748465,usually,0.1104315260748465,quick,0.1104315260748465
Ross,S09,sadness,dead,0.5188745216627715,joke,0.22237479499833063,trouble,0.1482498633322204,cried,0.1482498633322204,sent,0.1482498633322204,called,0.1482498633322204,206,0.0741249316661102,yield,0.0741249316661102,win,0.0741249316661102,winner,0.0741249316661102
Rachel,S09,sadness,presents,0.3234983196103151,present,0.2156655464068767,gavin,0.2156655464068767,boy,0.2156655464068767,penguin,0.10783277320343836,pediatrician,0.10783277320343836,sister,0.10783277320343836,school,0.10783277320343836,throw,0.10783277320343836,virginity,0.10783277320343836
Phoebe,S09,sadness,relationship,0.42562826537937465,early,0.17025130615174985,experience,0.17025130615174985,thirty,0.17025130615174985,boyfriend,0.17025130615174985,missing,0.17025130615174985,meaningless,0.17025130615174985,term,0.17025130615174985,bob,0.08512565307587493,blast,0.08512565307587493
Monica,S09,sadness,heart,0.3077935056255461,shaking,0.2051956704170307,home,0.2051956704170307,drunk,0.2051956704170307,comes,0.2051956704170307,pathetic,0.10259783520851536,smoking,0.10259783520851536,mansion,0.10259783520851536,reasons,0.10259783520851536,today,0.10259783520851536
Chandler,S01,sadness,awful,0.17677669529663692,underwear,0.17677669529663692,eye,0.17677669529663692,moments,0.17677669529663692,moment,0.17677669529663692,smoke,0.17677669529663692,women,0.17677669529663692,yes,0.17677669529663692,schhteve,0.17677669529663692,awkward,0.08838834764831846
Joey,S01,sadness,robe,0.2721655269759086,wax,0.1360827634879543,unbearable,0.1360827634879543,money,0.1360827634879543,plays,0.1360827634879543,likeness,0.1360827634879543,yea,0.1360827634879543,thinkin,0.1360827634879543,outta,0.1360827634879543,wrong,0.1360827634879543
Ross,S01,sadness,damnit,0.35777087639996663,whoa,0.26832815729997495,carol,0.26832815729997495,mere,0.17888543819998332,listen,0.17888543819998332,passed,0.17888543819998332,shove,0.08944271909999166,pain,0.08944271909999166,resumes,0.08944271909999166,nurse,0.08944271909999166
Rachel,S01,sadness,isn,0.29981267559834485,barry,0.22485950669875862,shoop,0.22485950669875862,waitressing,0.14990633779917242,totally,0.14990633779917242,machine,0.14990633779917242,great,0.14990633779917242,specials,0.14990633779917242,roll,0.14990633779917242,paolo,0.14990633779917242
Phoebe,S01,sadness,bing,0.32025630761017465,mother,0.240192230707631,ooh,0.16012815380508733,means,0.16012815380508733,killed,0.16012815380508733,fighting,0.16012815380508733,eyes,0.16012815380508733,dun,0.16012815380508733,dance,0.16012815380508733,dad,0.16012815380508733
Monica,S01,sadness,potatoes,0.29851115706299663,brother,0.19900743804199775,breaking,0.19900743804199775,alan,0.19900743804199775,undone,0.09950371902099887,yep,0.09950371902099887,mmm,0.09950371902099887,yams,0.09950371902099887,yamming,0.09950371902099887,uncoordinated,0.09950371902099887
Chandler,S07,sadness,wearing,0.3182229136702924,whoa,0.23866718525271927,cheesecake,0.23866718525271927,used,0.1591114568351462,dressed,0.1591114568351462,dog,0.1591114568351462,didn,0.1591114568351462,parade,0.0795557284175731,sounds,0.0795557284175731,scale,0.0795557284175731
Joey,S07,sadness,idea,0.33968311024337866,brain,0.33968311024337866,nap,0.2264554068289191,terry,0.2264554068289191,invited,0.2264554068289191,street,0.11322770341445955,nope,0.11322770341445955,unwanted,0.11322770341445955,stopping,0.11322770341445955,stoop,0.11322770341445955
Ross,S07,sadness,bike,0.35921060405354993,problem,0.17960530202677497,ride,0.17960530202677497,son,0.17960530202677497,santa,0.17960530202677497,guitar,0.17960530202677497,grab,0.17960530202677497,close,0.17960530202677497,boxes,0.17960530202677497,apologized,0.17960530202677497
Rachel,S07,sadness,yelling,0.23145502494313822,gown,0.23145502494313822,quit,0.15430334996209213,shower,0.15430334996209213,party,0.15430334996209213,talking,0.15430334996209213,sooner,0.15430334996209213,months,0.15430334996209213,phoebe,0.15430334996209213,hilda,0.15430334996209213
Phoebe,S07,sadness,headache,0.37688918072220484,david,0.30151134457776385,suicide,0.15075567228888193,worst,0.15075567228888193,suck,0.15075567228888193,missing,0.15075567228888193,pregnant,0.15075567228888193,killed,0.15075567228888193,capsules,0.15075567228888193,death,0.15075567228888193
Monica,S07,sadness,wasn,0.29277002188455986,rules,0.19518001458970657,julie,0.19518001458970657,depressed,0.19518001458970657,suede,0.09759000729485329,wrong,0.09759000729485329,ohhhh,0.09759000729485329,wrecked,0.09759000729485329,wrap,0.09759000729485329,slow,0.09759000729485329
Chandler,S08,sadness,worst,0.2373563316387706,floor,0.2373563316387706,scores,0.2373563316387706,hurts,0.2373563316387706,split,0.2373563316387706,believe,0.1186781658193853,wednesday,0.1186781658193853,actual,0.1186781658193853,calling,0.1186781658193853,clumsy,0.1186781658193853
Joey,S08,sadness,whoa,0.43193421279068045,ball,0.3455473702325444,theater,0.1727736851162722,ruin,0.1727736851162722,start,0.1727736851162722,blank,0.1727736851162722,actor,0.1727736851162722,abysmal,0.1727736851162722,pretending,0.0863868425581361,near,0.0863868425581361
Ross,S08,sadness,emotional,0.21213203435596453,actually,0.21213203435596453,mind,0.21213203435596453,color,0.1414213562373097,far,0.1414213562373097,bed,0.1414213562373097,tired,0.1414213562373097,faded,0.1414213562373097,babies,0.1414213562373097,gettin,0.1414213562373097
Rachel,S08,sadness,pretty,0.19900743804199775,pee,0.19900743804199775,half,0.19900743804199775,excuse,0.19900743804199775,death,0.19900743804199775,wouldn,0.19900743804199775,tomorrow,0.09950371902099887,beaten,0.09950371902099887,told,0.09950371902099887,slippers,0.09950371902099887
Phoebe,S08,sadness,story,0.14744195615489708,manual,0.14744195615489708,unfortunate,0.14744195615489708,playmate,0.14744195615489708,tickets,0.14744195615489708,typographical,0.14744195615489708,outside,0.14744195615489708,numbered,0.14744195615489708,seven,0.14744195615489708,offered,0.14744195615489708
Monica,S08,sadness,chi,0.3481553119113959,toast,0.2611164839335469,chef,0.17407765595569796,boots,0.17407765595569796,dad,0.17407765595569796,mahi,0.17407765595569796,number,0.17407765595569796,overweight,0.17407765595569796,nana,0.17407765595569796,goodbye,0.17407765595569796
Chandler,S06,sadness,food,0.3030457633656631,watching,0.20203050891044205,place,0.20203050891044205,fool,0.20203050891044205,tomorrow,0.10101525445522103,modern,0.10101525445522103,problem,0.10101525445522103,pile,0.10101525445522103,spotless,0.10101525445522103,spleen,0.10101525445522103
Joey,S06,sadness,400,0.2425356250363331,wayne,0.2425356250363331,thursday,0.16169041669088874,eat,0.16169041669088874,gave,0.16169041669088874,helped,0.16169041669088874,actor,0.16169041669088874,roommate,0.16169041669088874,suppose,0.16169041669088874,waiter,0.08084520834544437
Ross,S06,sadness,lawyer,0.26261286571944503,office,0.26261286571944503,ben,0.26261286571944503,wrong,0.13130643285972252,silly,0.13130643285972252,silliness,0.13130643285972252,pressure,0.13130643285972252,party,0.13130643285972252,wondered,0.13130643285972252,neat,0.13130643285972252
Rachel,S06,sadness,clothes,0.18107149208503717,ugh,0.18107149208503717,honey,0.18107149208503717,flicks,0.18107149208503717,finish,0.18107149208503717,hear,0.18107149208503717,paul,0.18107149208503717,unleash,0.09053574604251859,bed,0.09053574604251859,beef,0.09053574604251859
Phoebe,S06,sadness,burned,0.3015113445777635,friend,0.20100756305184236,big,0.20100756305184236,stay,0.20100756305184236,questions,0.20100756305184236,house,0.20100756305184236,backup,0.20100756305184236,partly,0.20100756305184236,picked,0.20100756305184236,blades,0.10050378152592118
Monica,S06,sadness,aren,0.25537695922762466,room,0.25537695922762466,arguing,0.17025130615174977,ugly,0.17025130615174977,dragging,0.17025130615174977,living,0.17025130615174977,shed,0.17025130615174977,tear,0.17025130615174977,note,0.17025130615174977,underwear,0.08512565307587489
Chandler,S10,sadness,slave,0.24433888871261034,thank,0.24433888871261034,ago,0.24433888871261034,unraveled,0.12216944435630517,beautiful,0.12216944435630517,bought,0.12216944435630517,changed,0.12216944435630517,betrayal,0.12216944435630517,apartment,0.12216944435630517,wee,0.12216944435630517
Joey,S10,sadness,trying,0.22501758018520468,dude,0.22501758018520468,closed,0.22501758018520468,opera,0.11250879009260234,auditions,0.11250879009260234,audition,0.11250879009260234,tunnels,0.11250879009260234,open,0.11250879009260234,lucky,0.11250879009260234,movies,0.11250879009260234
Ross,S10,sadness,rach,0.29002094671369905,rachel,0.1933472978091327,silly,0.1933472978091327,told,0.1933472978091327,rattle,0.09667364890456635,molly,0.09667364890456635,speeding,0.09667364890456635,security,0.09667364890456635,times,0.09667364890456635,till,0.09667364890456635
Rachel,S10,sadness,sudden,0.23408229439226108,new,0.23408229439226108,swing,0.23408229439226108,feeling,0.23408229439226108,woken,0.23408229439226108,service,0.11704114719613054,traumatic,0.11704114719613054,attempt,0.11704114719613054,supposed,0.11704114719613054,tonight,0.11704114719613054
Phoebe,S10,sadness,dull,0.17747130188322285,door,0.17747130188322285,kill,0.17747130188322285,hotel,0.17747130188322285,party,0.17747130188322285,writing,0.08873565094161143,anniversary,0.08873565094161143,went,0.08873565094161143,von,0.08873565094161143,badly,0.08873565094161143
Monica,S10,sadness,walls,0.18411492357966472,amanda,0.18411492357966472,ache,0.18411492357966472,pies,0.18411492357966472,labor,0.18411492357966472,groomsman,0.18411492357966472,pounds,0.18411492357966472,stomach,0.18411492357966472,vcr,0.09205746178983236,apologize,0.09205746178983236
Chandler,S03,sadness,dull,0.2563072973150284,bing,0.17087153154335225,nope,0.17087153154335225,pen,0.17087153154335225,math,0.17087153154335225,isn,0.17087153154335225,mascara,0.17087153154335225,goop,0.17087153154335225,family,0.17087153154335225,benefit,0.08543576577167612
Joey,S03,sadness,blank,0.44353276257274443,ugly,0.22176638128637222,blinking,0.14784425419091482,butt,0.14784425419091482,log,0.14784425419091482,smell,0.14784425419091482,janice,0.14784425419091482,naked,0.14784425419091482,rub,0.14784425419091482,auditioned,0.07392212709545741
Ross,S03,sadness,rach,0.3162277660168383,sweetie,0.23717082451262872,things,0.23717082451262872,close,0.23717082451262872,losing,0.15811388300841914,ahh,0.15811388300841914,past,0.15811388300841914,imagine,0.15811388300841914,heart,0.15811388300841914,hate,0.15811388300841914
Rachel,S03,sadness,gunther,0.2500000000000002,nah,0.2500000000000002,fashion,0.16666666666666682,waitress,0.16666666666666682,different,0.16666666666666682,pot,0.16666666666666682,room,0.16666666666666682,lame,0.16666666666666682,museum,0.16666666666666682,hospital,0.16666666666666682
Phoebe,S03,sadness,cancelled,0.18898223650461365,company,0.18898223650461365,frank,0.18898223650461365,fun,0.18898223650461365,grow,0.18898223650461365,happens,0.18898223650461365,quit,0.18898223650461365,vegetarian,0.09449111825230683,versus,0.09449111825230683,vessel,0.09449111825230683
Monica,S03,sadness,baby,0.20203050891044205,hasn,0.20203050891044205,far,0.20203050891044205,stood,0.20203050891044205,plan,0.20203050891044205,zine,0.10101525445522103,able,0.10101525445522103,ache,0.10101525445522103,accept,0.10101525445522103,blame,0.10101525445522103
Chandler,S04,sadness,toast,0.33806170189140705,gym,0.25354627641855526,try,0.25354627641855526,yelling,0.16903085094570353,uhl,0.16903085094570353,uhh,0.16903085094570353,means,0.16903085094570353,embarrassed,0.16903085094570353,says,0.16903085094570353,times,0.16903085094570353
Joey,S04,sadness,transmission,0.3535533905932736,credit,0.23570226039551573,digging,0.23570226039551573,fluid,0.23570226039551573,hole,0.23570226039551573,blocks,0.11785113019775786,bread,0.11785113019775786,cannon,0.11785113019775786,cops,0.11785113019775786,clinic,0.11785113019775786
Ross,S04,sadness,cat,0.44022545316281214,grandmother,0.3521803625302497,dinner,0.17609018126512485,category,0.17609018126512485,joke,0.17609018126512485,ladies,0.17609018126512485,favor,0.17609018126512485,died,0.17609018126512485,red,0.17609018126512485,score,0.17609018126512485
Rachel,S04,sadness,steady,0.2879263002994781,joanna,0.21594472522460859,needed,0.21594472522460859,hate,0.21594472522460859,dollars,0.14396315014973904,boring,0.14396315014973904,cheater,0.14396315014973904,box,0.14396315014973904,room,0.14396315014973904,gain,0.14396315014973904
Phoebe,S04,sadness,pregnant,0.294174202707276,table,0.19611613513818402,reason,0.19611613513818402,poughkeepsie,0.19611613513818402,music,0.19611613513818402,eww,0.19611613513818402,bringing,0.19611613513818402,sexy,0.09805806756909201,sticky,0.09805806756909201,moment,0.09805806756909201
Monica,S04,sadness,umm,0.3162277660168378,mattresses,0.21081851067789184,rid,0.21081851067789184,birds,0.21081851067789184,question,0.21081851067789184,rach,0.21081851067789184,rounds,0.21081851067789184,dead,0.21081851067789184,catering,0.21081851067789184,terrible,0.10540925533894592
Chandler,S05,sadness,mon,0.3682298471593294,pimp,0.276172385369497,conference,0.276172385369497,tap,0.1841149235796647,owww,0.1841149235796647,sex,0.1841149235796647,parade,0.1841149235796647,friends,0.1841149235796647,film,0.1841149235796647,adult,0.1841149235796647
Joey,S05,sadness,actor,0.33567254331867596,movie,0.16783627165933798,pretend,0.16783627165933798,lives,0.16783627165933798,ready,0.16783627165933798,millionaire,0.16783627165933798,hurts,0.16783627165933798,giant,0.16783627165933798,days,0.16783627165933798,bit,0.16783627165933798
Ross,S05,sadness,sandwich,0.2797514424720941,shelf,0.2797514424720941,airport,0.18650096164806274,sabbatical,0.18650096164806274,silly,0.18650096164806274,janice,0.18650096164806274,supposed,0.18650096164806274,howard,0.18650096164806274,great,0.18650096164806274,whiney,0.18650096164806274
Rachel,S05,sadness,decisions,0.25087260300212744,minute,0.25087260300212744,clean,0.1672484020014183,eye,0.1672484020014183,experience,0.1672484020014183,freak,0.1672484020014183,death,0.1672484020014183,left,0.1672484020014183,sooner,0.1672484020014183,window,0.1672484020014183
Phoebe,S05,sadness,pepperoni,0.22423052782558112,sorta,0.14948701855038743,heathcliff,0.14948701855038743,money,0.14948701855038743,brain,0.14948701855038743,grandma,0.14948701855038743,service,0.14948701855038743,memorial,0.14948701855038743,names,0.14948701855038743,talk,0.14948701855038743
Monica,S05,sadness,weak,0.28571428571428564,doug,0.28571428571428564,laugh,0.14285714285714282,suck,0.14285714285714282,anniversary,0.14285714285714282,lie,0.14285714285714282,tennis,0.14285714285714282,sore,0.14285714285714282,pathetic,0.14285714285714282,send,0.14285714285714282
Chandler,S02,sadness,said,0.7071067811865476,whatsoever,0.23570226039551587,wanna,0.23570226039551587,help,0.23570226039551587,having,0.23570226039551587,great,0.23570226039551587,decision,0.23570226039551587,outside,0.23570226039551587,lining,0.23570226039551587,silver,0.23570226039551587
Joey,S02,sadness,women,0.3779644730092272,vulnerable,0.3779644730092272,sense,0.3779644730092272,sixteen,0.3779644730092272,gifts,0.3779644730092272,depressed,0.3779644730092272,does,0.3779644730092272,wanna,0.0,yeah,0.0,working,0.0
Ross,S02,sadness,breast,0.4472135954999579,missing,0.4472135954999579,picture,0.4472135954999579,carol,0.4472135954999579,child,0.4472135954999579,whatsoever,0.0,wish,0.0,women,0.0,yes,0.0,yeah,0.0
Rachel,S02,sadness,yeah,0.21320071635561047,use,0.21320071635561047,stop,0.21320071635561047,story,0.21320071635561047,sorta,0.21320071635561047,loser,0.21320071635561047,knife,0.21320071635561047,pooped,0.21320071635561047,ones,0.21320071635561047,night,0.21320071635561047
Phoebe,S02,sadness,trying,0.3015113445777636,spare,0.3015113445777636,taste,0.3015113445777636,hey,0.3015113445777636,feelings,0.3015113445777636,come,0.3015113445777636,demi,0.3015113445777636,ben,0.3015113445777636,moore,0.3015113445777636,quit,0.3015113445777636
Monica,S02,sadness,terrible,0.34641016151377535,friends,0.34641016151377535,rachel,0.34641016151377535,really,0.23094010767585024,horrible,0.23094010767585024,mean,0.23094010767585024,joanne,0.23094010767585024,steve,0.23094010767585024,simple,0.11547005383792512,thinks,0.11547005383792512
Chandler,ALL,fear,worried,0.5284981975632331,big,0.5284981975632331,place,0.4697761756117628,man,0.4697761756117628,woman,0.0,time,0.0,thinking,0.0,sick,0.0,sorry,0.0,seen,0.0
Joey,ALL,fear,worried,0.0,woman,0.0,way,0.0,want,0.0,time,0.0,thinking,0.0,sorry,0.0,sick,0.0,seen,0.0,saw,0.0
Ross,ALL,fear,baby,0.4844899781441879,rach,0.4498835511338888,thinking,0.41527712412358964,carol,0.34606427010299134,need,0.3114578430926922,dad,0.3114578430926922,woman,0.2768514160823931,sick,0.0,sorry,0.0,time,0.0
Rachel,ALL,fear,honey,0.42541598782393475,saw,0.36464227527765836,time,0.36464227527765836,said,0.30386856273138196,naked,0.27348170645824377,emma,0.27348170645824377,freaked,0.27348170645824377,apartment,0.24309485018510557,date,0.24309485018510557,sick,0.24309485018510557
Phoebe,ALL,fear,ooh,0.6288281455225324,cause,0.6288281455225324,sorry,0.4573295603800236,woman,0.0,way,0.0,time,0.0,thinking,0.0,sick,0.0,seen,0.0,saw,0.0
Monica,ALL,fear,want,0.654100987054616,way,0.45283914488396493,happen,0.45283914488396493,seen,0.40252368434130215,woman,0.0,time,0.0,thinking,0.0,sorry,0.0,sick,0.0,saw,0.0
Chandler,S09,fear,tulsa,0.34668762264076863,fall,0.2773500981126149,football,0.20801257358446115,guess,0.20801257358446115,shhhhh,0.20801257358446115,meeting,0.20801257358446115,thing,0.20801257358446115,funny,0.13867504905630745,moving,0.13867504905630745,wife,0.13867504905630745
Joey,S09,fear,door,0.2581988897471613,whoops,0.17213259316477422,doin,0.17213259316477422,lines,0.17213259316477422,mmh,0.17213259316477422,making,0.17213259316477422,zygomatic,0.08606629658238711,auditioning,0.08606629658238711,using,0.08606629658238711,bedroom,0.08606629658238711
Ross,S09,fear,pigeon,0.24174688920761433,clearly,0.16116459280507622,uhu,0.16116459280507622,car,0.16116459280507622,fills,0.16116459280507622,eagle,0.16116459280507622,barbados,0.16116459280507622,kinda,0.16116459280507622,people,0.16116459280507622,closet,0.16116459280507622
Rachel,S09,fear,set,0.20965696734438363,soap,0.20965696734438363,opera,0.20965696734438363,dropped,0.20965696734438363,roof,0.20965696734438363,heard,0.20965696734438363,dial,0.20965696734438363,date,0.20965696734438363,care,0.20965696734438363,pulling,0.10482848367219182
Phoebe,S09,fear,massage,0.19802950859533477,wake,0.19802950859533477,table,0.19802950859533477,late,0.19802950859533477,deaf,0.19802950859533477,david,0.19802950859533477,mom,0.09901475429766739,picking,0.09901475429766739,pick,0.09901475429766739,prizes,0.09901475429766739
Monica,S09,fear,wish,0.23735633163877057,friends,0.23735633163877057,end,0.23735633163877057,kissing,0.23735633163877057,wall,0.11867816581938528,barely,0.11867816581938528,yea,0.11867816581938528,cabin,0.11867816581938528,cats,0.11867816581938528,wonderwoman,0.11867816581938528
Chandler,S01,fear,nina,0.38138503569823684,frightening,0.2860387767736776,gum,0.19069251784911842,realize,0.19069251784911842,starts,0.19069251784911842,actual,0.09534625892455921,wee,0.09534625892455921,box,0.09534625892455921,broke,0.09534625892455921,age,0.09534625892455921
